series,timepoints,value
T271,38,200445.0
T271,39,200212.0
T271,40,206104.0
T271,41,182150.0
T271,42,192461.0
T271,43,188180.0
T271,44,184637.0
T271,45,188925.0
T271,46,179148.0
T271,47,182162.0
T271,48,192230.0
T271,49,189392.0
T271,50,186925.0
T271,51,185606.0
T271,52,187895.0
T271,53,195843.0
T271,54,190183.0
T271,55,189424.0
T271,56,191432.0
T271,57,184734.0
T271,58,188913.0
T271,59,186420.0
T271,60,189306.0
T271,61,196890.0
T271,62,181809.0
T271,63,173885.0
T271,64,179452.0
T271,65,172445.0
T271,66,174760.0
T271,67,186869.0
T271,68,188889.0
T271,69,177604.0
T271,70,199989.0
T271,71,192904.0
T271,72,207673.0
T271,73,212555.0
T271,74,221629.0
T271,75,266977.0
T271,76,277801.0
T271,77,335510.0
T271,78,373894.0
T271,79,353594.0
T271,80,344305.0
T271,81,354335.0
T271,82,364491.0
T271,83,370824.0
T271,84,381875.0
T271,85,392194.0
T271,86,354808.0
T271,87,348682.0
T271,88,336499.0
T271,89,329795.0
T271,90,325918.0
T271,91,324887.0
T271,92,295316.0
T271,93,274069.0
T271,94,267364.0
T271,95,251032.0
T271,96,249568.0
T271,97,245544.0
T271,98,237760.0
T271,99,234110.0
T271,100,248168.0
T271,101,245841.0
T271,102,244922.0
T271,103,237982.0
T271,104,236107.0
T271,105,243469.0
T271,106,241387.0
T271,107,240845.0
T271,108,243245.0
T271,109,242482.0
T271,110,243085.0
T271,111,233885.0
T271,112,238254.0
T271,113,236380.0
T271,114,237900.0
T271,115,236090.0
T271,116,225572.0
T271,117,231203.0
T271,118,241176.0
T271,119,245613.0
T271,120,237159.0
T271,121,246356.0
T271,122,253934.0
T271,123,258316.0
T271,124,242669.0
T271,125,246722.0
T271,126,255812.0
T271,127,273346.0
T271,128,281982.0
T271,129,268574.0
T271,130,270460.0
T271,131,287100.0
T271,132,307757.0
T271,133,298780.0
T271,134,294690.0
T271,135,323772.0
T271,136,321360.0
T271,137,311884.0
T271,138,319932.0
T271,139,313960.0
T271,140,312287.0
T271,141,297706.0
T271,142,288347.0
T271,143,291220.0
T271,144,284002.0
T271,145,276517.0
T271,146,282061.0
T271,147,275795.0
T271,148,259246.0
T271,149,251980.0
T271,150,252481.0
T271,151,243859.0
T271,152,235446.0
T271,153,239151.0
T271,154,243418.0
T271,155,239360.0
T272,0,330072.0
T272,1,338378.0
T272,2,331150.0
T272,3,333544.0
T272,4,328758.0
T272,5,313257.0
T272,6,298120.0
T272,7,308331.0
T272,8,322362.0
T272,9,331960.0
T272,10,334469.0
T272,11,328642.0
T272,12,352117.0
T272,13,335612.0
T272,14,328486.0
T272,15,335061.0
T272,16,341586.0
T272,17,341585.0
T272,18,377312.0
T272,19,383132.0
T272,20,360144.0
T272,21,386237.0
T272,22,389334.0
T272,23,377294.0
T272,24,376035.0
T272,25,436215.0
T272,26,382668.0
T272,27,365665.0
T272,28,393956.0
T272,29,406363.0
T272,30,394803.0
T272,31,421124.0
T272,32,396762.0
T272,33,443981.0
T272,34,412731.0
T272,35,414432.0
T272,36,415034.0
T272,37,391117.0
T272,38,360376.0
T272,39,364225.0
T272,40,374597.0
T272,41,357354.0
T272,42,370727.0
T272,43,337864.0
T272,44,351538.0
T272,45,353461.0
T272,46,357341.0
T272,47,357035.0
T272,48,357387.0
T272,49,374927.0
T272,50,368852.0
T272,51,343455.0
T272,52,340044.0
T272,53,391337.0
T272,54,341759.0
T272,55,351757.0
T272,56,349432.0
T272,57,341041.0
T272,58,333815.0
T272,59,327001.0
T272,60,322686.0
T272,61,332987.0
T272,62,319914.0
T272,63,302319.0
T272,64,315172.0
T272,65,303165.0
T272,66,315552.0
T272,67,327180.0
T272,68,329276.0
T272,69,311477.0
T272,70,339794.0
T272,71,324511.0
T272,72,340600.0
T272,73,336457.0
T272,74,354063.0
T272,75,348684.0
T272,76,350117.0
T272,77,406650.0
T272,78,458872.0
T272,79,429236.0
T272,80,396513.0
T272,81,387809.0
T272,82,390058.0
T272,83,383746.0
T272,84,384946.0
T272,85,382686.0
T272,86,371890.0
T272,87,366197.0
T272,88,351662.0
T272,89,351757.0
T272,90,361838.0
T272,91,370673.0
T272,92,342746.0
T272,93,332238.0
T272,94,350930.0
T272,95,332301.0
T272,96,337914.0
T272,97,328729.0
T272,98,325168.0
T272,99,355876.0
T272,100,357496.0
T272,101,339617.0
T272,102,340174.0
T272,103,305835.0
T272,104,311767.0
T272,105,326274.0
T272,106,325782.0
T272,107,312749.0
T272,108,305603.0
T272,109,313056.0
T272,110,307396.0
T272,111,301852.0
T272,112,298543.0
T272,113,305376.0
T272,114,305932.0
T272,115,292812.0
T272,116,295482.0
T272,117,293997.0
T272,118,307901.0
T272,119,306982.0
T272,120,293170.0
T272,121,324380.0
T272,122,338574.0
T272,123,344157.0
T272,124,304042.0
T272,125,311033.0
T272,126,320423.0
T272,127,364890.0
T272,128,357634.0
T272,129,340962.0
T272,130,353213.0
T272,131,379164.0
T272,132,388385.0
T272,133,381442.0
T272,134,376059.0
T272,135,380752.0
T272,136,376847.0
T272,137,373539.0
T272,138,386496.0
T272,139,386324.0
T272,140,390307.0
T272,141,380709.0
T272,142,370770.0
T272,143,372825.0
T272,144,354896.0
T272,145,354615.0
T272,146,373236.0
T272,147,356766.0
T272,148,330537.0
T272,149,299886.0
T272,150,294901.0
T272,151,283592.0
T272,152,282568.0
T272,153,274580.0
T272,154,277989.0
T272,155,268205.0
T273,0,103859.0
T273,1,108103.0
T273,2,108996.0
T273,3,108358.0
T273,4,107746.0
T273,5,106969.0
T273,6,109705.0
T273,7,108943.0
T273,8,108793.0
T273,9,108453.0
T273,10,108132.0
T273,11,107834.0
T273,12,106720.0
T273,13,108366.0
T273,14,108442.0
T273,15,108389.0
T273,16,108363.0
T273,17,108421.0
T273,18,108547.0
T273,19,113438.0
T273,20,117834.0
T273,21,123108.0
T273,22,122514.0
T273,23,122817.0
T273,24,125476.0
T273,25,135677.0
T273,26,126107.0
T273,27,127958.0
T273,28,142401.0
T273,29,136138.0
T273,30,137855.0
T273,31,141187.0
T273,32,140935.0
T273,33,145986.0
T273,34,138407.0
T273,35,137270.0
T273,36,137639.0
T273,37,129936.0
T273,38,119732.0
T273,39,120334.0
T273,40,124589.0
T273,41,115352.0
T273,42,116604.0
T273,43,113814.0
T273,44,109183.0
T273,45,106586.0
T273,46,107185.0
T273,47,105872.0
T273,48,111106.0
T273,49,111184.0
T273,50,113537.0
T273,51,102994.0
T273,52,100026.0
T273,53,107056.0
T273,54,106874.0
T273,55,105158.0
T273,56,103819.0
T273,57,101026.0
T273,58,105800.0
T273,59,105470.0
T273,60,99167.0
T273,61,104891.0
T273,62,102602.0
T273,63,99336.0
T273,64,100189.0
T273,65,95103.0
T273,66,99161.0
T273,67,111989.0
T273,68,110600.0
T273,69,104703.0
T273,70,110169.0
T273,71,105776.0
T273,72,108027.0
T273,73,109680.0
T273,74,112848.0
T273,75,114877.0
T273,76,114555.0
T273,77,134638.0
T273,78,139910.0
T273,79,134731.0
T273,80,122292.0
T273,81,123868.0
T273,82,130142.0
T273,83,131315.0
T273,84,138895.0
T273,85,142034.0
T273,86,132730.0
T273,87,127535.0
T273,88,124716.0
T273,89,128319.0
T273,90,129315.0
T273,91,121372.0
T273,92,117903.0
T273,93,115465.0
T273,94,117131.0
T273,95,108986.0
T273,96,107775.0
T273,97,102842.0
T273,98,101053.0
T273,99,100037.0
T273,100,100549.0
T273,101,102727.0
T273,102,97930.0
T273,103,89565.0
T273,104,94298.0
T273,105,101548.0
T273,106,102286.0
T273,107,97970.0
T273,108,100372.0
T273,109,102395.0
T273,110,100157.0
T273,111,100113.0
T273,112,101434.0
T273,113,102122.0
T273,114,102301.0
T273,115,103710.0
T273,116,100214.0
T273,117,100115.0
T273,118,106413.0
T273,119,107098.0
T273,120,104578.0
T273,121,108687.0
T273,122,112833.0
T273,123,115016.0
T273,124,108904.0
T273,125,109895.0
T273,126,111453.0
T273,127,119659.0
T273,128,120759.0
T273,129,110653.0
T273,130,111339.0
T273,131,121418.0
T273,132,126066.0
T273,133,121816.0
T273,134,119705.0
T273,135,126416.0
T273,136,126854.0
T273,137,121109.0
T273,138,126505.0
T273,139,119157.0
T273,140,117326.0
T273,141,114657.0
T273,142,109814.0
T273,143,115393.0
T273,144,108075.0
T273,145,107719.0
T273,146,113231.0
T273,147,107031.0
T273,148,98920.0
T273,149,97329.0
T273,150,98731.0
T273,151,97879.0
T273,152,97614.0
T273,153,97265.0
T273,154,98374.0
T273,155,93081.0
T274,0,56165.0
T274,1,58279.0
T274,2,57647.0
T274,3,57936.0
T274,4,58415.0
T274,5,61605.0
T274,6,63291.0
T274,7,59068.0
T274,8,59136.0
T274,9,59877.0
T274,10,59622.0
T274,11,58766.0
T274,12,60993.0
T274,13,60395.0
T274,14,59586.0
T274,15,60301.0
T274,16,62211.0
T274,17,61832.0
T274,18,66904.0
T274,19,69328.0
T274,20,66707.0
T274,21,68945.0
T274,22,70353.0
T274,23,70513.0
T274,24,73271.0
T274,25,77628.0
T274,26,75901.0
T274,27,75271.0
T274,28,79710.0
T274,29,76147.0
T274,30,78333.0
T274,31,79268.0
T274,32,77750.0
T274,33,79842.0
T274,34,76716.0
T274,35,74758.0
T274,36,74384.0
T274,37,73739.0
T274,38,69334.0
T274,39,69869.0
T274,40,69826.0
T274,41,67700.0
T274,42,70402.0
T274,43,68280.0
T274,44,67092.0
T274,45,64916.0
T274,46,64348.0
T274,47,62821.0
T274,48,63351.0
T274,49,64074.0
T274,50,65352.0
T274,51,59061.0
T274,52,57761.0
T274,53,62648.0
T274,54,62310.0
T274,55,62933.0
T274,56,63233.0
T274,57,60949.0
T274,58,62563.0
T274,59,62843.0
T274,60,59689.0
T274,61,63109.0
T274,62,59524.0
T274,63,62008.0
T274,64,59154.0
T274,65,57178.0
T274,66,57880.0
T274,67,61611.0
T274,68,60568.0
T274,69,59053.0
T274,70,64816.0
T274,71,61924.0
T274,72,60616.0
T274,73,61810.0
T274,74,62371.0
T274,75,65858.0
T274,76,68179.0
T274,77,70405.0
T274,78,71903.0
T274,79,75257.0
T274,80,71567.0
T274,81,73003.0
T274,82,71671.0
T274,83,74650.0
T274,84,76957.0
T274,85,78566.0
T274,86,71796.0
T274,87,72205.0
T274,88,69059.0
T274,89,65581.0
T274,90,66332.0
T274,91,65738.0
T274,92,65584.0
T274,93,65800.0
T274,94,63375.0
T274,95,60846.0
T274,96,61519.0
T274,97,60241.0
T274,98,56747.0
T274,99,56016.0
T274,100,56986.0
T274,101,58372.0
T274,102,58430.0
T274,103,54084.0
T274,104,53864.0
T274,105,57312.0
T274,106,54576.0
T274,107,53686.0
T274,108,54918.0
T274,109,56217.0
T274,110,55247.0
T274,111,53651.0
T274,112,53708.0
T274,113,55508.0
T274,114,55326.0
T274,115,56058.0
T274,116,53882.0
T274,117,55731.0
T274,118,57668.0
T274,119,57668.0
T274,120,58326.0
T274,121,61385.0
T274,122,61871.0
T274,123,64780.0
T274,124,61167.0
T274,125,62896.0
T274,126,63641.0
T274,127,66199.0
T274,128,67360.0
T274,129,66872.0
T274,130,65506.0
T274,131,66940.0
T274,132,69836.0
T274,133,70390.0
T274,134,67540.0
T274,135,72726.0
T274,136,72103.0
T274,137,69579.0
T274,138,71916.0
T274,139,69198.0
T274,140,69086.0
T274,141,66503.0
T274,142,65730.0
T274,143,66469.0
T274,144,63832.0
T274,145,62813.0
T274,146,64172.0
T274,147,65858.0
T274,148,63546.0
T274,149,63412.0
T274,150,62649.0
T274,151,59755.0
T274,152,57625.0
T274,153,56426.0
T274,154,57667.0
T274,155,53305.0
T275,0,58538.0
T275,1,65016.0
T275,2,65161.0
T275,3,65119.0
T275,4,67684.0
T275,5,67712.0
T275,6,68116.0
T275,7,66358.0
T275,8,65841.0
T275,9,65396.0
T275,10,64251.0
T275,11,65009.0
T275,12,69291.0
T275,13,65330.0
T275,14,63658.0
T275,15,62543.0
T275,16,64226.0
T275,17,65155.0
T275,18,75938.0
T275,19,74244.0
T275,20,70082.0
T275,21,71252.0
T275,22,72088.0
T275,23,71602.0
T275,24,72349.0
T275,25,75032.0
T275,26,72138.0
T275,27,71387.0
T275,28,74239.0
T275,29,74308.0
T275,30,73843.0
T275,31,74029.0
T275,32,73594.0
T275,33,75889.0
T275,34,73567.0
T275,35,74795.0
T275,36,74337.0
T275,37,74594.0
T275,38,74260.0
T275,39,73902.0
T275,40,76834.0
T275,41,74756.0
T275,42,79644.0
T275,43,75013.0
T275,44,70498.0
T275,45,70385.0
T275,46,71621.0
T275,47,71826.0
T275,48,71024.0
T275,49,68871.0
T275,50,71242.0
T275,51,63917.0
T275,52,62819.0
T275,53,68517.0
T275,54,65831.0
T275,55,66243.0
T275,56,65416.0
T275,57,63564.0
T275,58,65146.0
T275,59,65601.0
T275,60,63350.0
T275,61,66274.0
T275,62,62371.0
T275,63,61914.0
T275,64,65346.0
T275,65,62486.0
T275,66,63272.0
T275,67,66814.0
T275,68,66360.0
T275,69,63338.0
T275,70,67277.0
T275,71,65261.0
T275,72,65978.0
T275,73,65210.0
T275,74,69017.0
T275,75,68848.0
T275,76,68524.0
T275,77,75996.0
T275,78,82372.0
T275,79,81230.0
T275,80,75018.0
T275,81,75138.0
T275,82,75832.0
T275,83,76636.0
T275,84,76042.0
T275,85,76630.0
T275,86,75009.0
T275,87,72810.0
T275,88,73000.0
T275,89,73742.0
T275,90,73881.0
T275,91,71044.0
T275,92,70112.0
T275,93,69376.0
T275,94,71135.0
T275,95,66424.0
T275,96,67502.0
T275,97,66194.0
T275,98,65172.0
T275,99,63254.0
T275,100,63955.0
T275,101,64021.0
T275,102,65406.0
T275,103,62945.0
T275,104,62851.0
T275,105,66269.0
T275,106,64330.0
T275,107,63681.0
T275,108,64621.0
T275,109,65126.0
T275,110,64994.0
T275,111,63609.0
T275,112,65221.0
T275,113,63459.0
T275,114,62357.0
T275,115,62866.0
T275,116,62866.0
T275,117,63228.0
T275,118,68488.0
T275,119,68808.0
T275,120,63179.0
T275,121,69052.0
T275,122,69247.0
T275,123,70554.0
T275,124,65977.0
T275,125,65926.0
T275,126,67730.0
T275,127,72281.0
T275,128,73219.0
T275,129,71682.0
T275,130,71047.0
T275,131,74760.0
T275,132,76138.0
T275,133,75386.0
T275,134,76285.0
T275,135,78865.0
T275,136,80956.0
T275,137,79125.0
T275,138,79894.0
T275,139,78599.0
T275,140,75937.0
T275,141,72733.0
T275,142,70325.0
T275,143,71883.0
T275,144,69730.0
T275,145,70434.0
T275,146,70668.0
T275,147,69586.0
T275,148,65371.0
T275,149,64277.0
T275,150,64787.0
T275,151,63456.0
T275,152,62095.0
T275,153,59802.0
T275,154,61586.0
T275,155,55782.0
T276,0,69826.0
T276,1,74367.0
T276,2,70341.0
T276,3,70089.0
T276,4,71481.0
T276,5,72066.0
T276,6,69827.0
T276,7,73077.0
T276,8,71842.0
T276,9,71510.0
T276,10,71224.0
T276,11,72026.0
T276,12,74124.0
T276,13,72451.0
T276,14,70932.0
T276,15,72917.0
T276,16,73295.0
T276,17,72859.0
T276,18,80211.0
T276,19,81837.0
T276,20,74898.0
T276,21,77522.0
T276,22,79431.0
T276,23,80126.0
T276,24,80601.0
T276,25,83931.0
T276,26,80463.0
T276,27,80326.0
T276,28,87988.0
T276,29,83645.0
T276,30,86243.0
T276,31,89689.0
T276,32,85236.0
T276,33,88870.0
T276,34,83034.0
T276,35,81173.0
T276,36,81134.0
T276,37,80390.0
T276,38,76312.0
T276,39,77290.0
T276,40,80298.0
T276,41,73593.0
T276,42,77050.0
T276,43,75714.0
T276,44,72524.0
T276,45,69907.0
T276,46,68858.0
T276,47,67945.0
T276,48,68431.0
T276,49,70588.0
T276,50,74474.0
T276,51,68296.0
T276,52,72615.0
T276,53,73842.0
T276,54,67590.0
T276,55,72969.0
T276,56,70913.0
T276,57,67897.0
T276,58,71783.0
T276,59,73311.0
T276,60,67862.0
T276,61,68412.0
T276,62,64883.0
T276,63,67313.0
T276,64,69631.0
T276,65,67027.0
T276,66,69316.0
T276,67,72823.0
T276,68,72951.0
T276,69,69064.0
T276,70,75234.0
T276,71,71779.0
T276,72,73001.0
T276,73,72517.0
T276,74,75405.0
T276,75,80008.0
T276,76,78485.0
T276,77,87079.0
T276,78,86775.0
T276,79,84917.0
T276,80,84057.0
T276,81,84726.0
T276,82,85180.0
T276,83,87254.0
T276,84,87345.0
T276,85,90419.0
T276,86,83277.0
T276,87,82892.0
T276,88,81781.0
T276,89,82212.0
T276,90,83523.0
T276,91,83597.0
T276,92,83476.0
T276,93,82136.0
T276,94,81521.0
T276,95,75531.0
T276,96,75555.0
T276,97,74258.0
T276,98,71049.0
T276,99,65964.0
T276,100,66601.0
T276,101,67425.0
T276,102,68079.0
T276,103,64764.0
T276,104,62792.0
T276,105,66312.0
T276,106,65328.0
T276,107,65133.0
T276,108,65929.0
T276,109,66265.0
T276,110,66853.0
T276,111,65014.0
T276,112,66576.0
T276,113,69889.0
T276,114,69665.0
T276,115,67107.0
T276,116,65779.0
T276,117,65332.0
T276,118,65332.0
T276,119,65332.0
T276,120,62456.0
T276,121,70315.0
T276,122,71781.0
T276,123,73225.0
T276,124,67077.0
T276,125,68574.0
T276,126,71970.0
T276,127,78469.0
T276,128,78434.0
T276,129,73218.0
T276,130,74372.0
T276,131,78210.0
T276,132,80835.0
T276,133,78319.0
T276,134,77100.0
T276,135,84979.0
T276,136,83584.0
T276,137,80000.0
T276,138,85595.0
T276,139,80730.0
T276,140,80743.0
T276,141,78632.0
T276,142,74347.0
T276,143,75636.0
T276,144,72678.0
T276,145,72980.0
T276,146,73551.0
T276,147,74237.0
T276,148,69378.0
T276,149,70366.0
T276,150,71665.0
T276,151,70326.0
T276,152,66269.0
T276,153,64168.0
T276,154,65429.0
T276,155,63320.0
T277,0,975000.0
T277,1,1077496.0
T277,2,1054866.0
T277,3,1096105.0
T277,4,1100345.0
T277,5,1110773.0
T277,6,1052185.0
T277,7,1040287.0
T277,8,1037631.0
T277,9,1025937.0
T277,10,1045357.0
T277,11,1012481.0
T277,12,1052465.0
T277,13,1057434.0
T277,14,1026782.0
T277,15,1077042.0
T277,16,1056000.0
T277,17,1030338.0
T277,18,1180019.0
T277,19,1309024.0
T277,20,1223713.0
T277,21,1288964.0
T277,22,1282445.0
T277,23,1275248.0
T277,24,1315357.0
T277,25,1502178.0
T277,26,1323678.0
T277,27,1329412.0
T277,28,1523116.0
T277,29,1499183.0
T277,30,1438812.0
T277,31,1445406.0
T277,32,1407367.0
T277,33,1495502.0
T277,34,1337510.0
T277,35,1381536.0
T277,36,1348405.0
T277,37,1368619.0
T277,38,1188893.0
T277,39,1198688.0
T277,40,1238496.0
T277,41,1122620.0
T277,42,1150372.0
T277,43,1108126.0
T277,44,1089175.0
T277,45,1104852.0
T277,46,1097283.0
T277,47,1192712.0
T277,48,1201108.0
T277,49,1182997.0
T277,50,1193554.0
T277,51,1187987.0
T277,52,1137574.0
T277,53,1241702.0
T277,54,1214851.0
T277,55,1166243.0
T277,56,1170709.0
T277,57,1157146.0
T277,58,1117769.0
T277,59,1150278.0
T277,60,1139139.0
T277,61,1121988.0
T277,62,1050839.0
T277,63,1033799.0
T277,64,1079467.0
T277,65,1023971.0
T277,66,1042431.0
T277,67,1130995.0
T277,68,1133338.0
T277,69,1054744.0
T277,70,1112326.0
T277,71,1158421.0
T277,72,1145377.0
T277,73,1129531.0
T277,74,1194107.0
T277,75,1234253.0
T277,76,1191750.0
T277,77,1487909.0
T277,78,1526121.0
T277,79,1504019.0
T277,80,1416995.0
T277,81,1357345.0
T277,82,1346039.0
T277,83,1372946.0
T277,84,1465838.0
T277,85,1484867.0
T277,86,1398251.0
T277,87,1350578.0
T277,88,1299817.0
T277,89,1304784.0
T277,90,1258150.0
T277,91,1158153.0
T277,92,1135437.0
T277,93,1096304.0
T277,94,1062876.0
T277,95,1009443.0
T277,96,1019319.0
T277,97,998326.0
T277,98,1015293.0
T277,99,1042678.0
T277,100,1013583.0
T277,101,1131811.0
T277,102,1103121.0
T277,103,1011651.0
T277,104,1035005.0
T277,105,998552.0
T277,106,1027114.0
T277,107,1095950.0
T277,108,1042411.0
T277,109,1106472.0
T277,110,1111390.0
T277,111,1016006.0
T277,112,1006450.0
T277,113,979725.0
T277,114,983909.0
T277,115,998458.0
T277,116,956118.0
T277,117,987718.0
T277,118,1063460.0
T277,119,1082819.0
T277,120,972935.0
T277,121,1066363.0
T277,122,1166199.0
T277,123,1206564.0
T277,124,1034666.0
T277,125,1038333.0
T277,126,1120137.0
T277,127,1257406.0
T277,128,1246265.0
T277,129,1184246.0
T277,130,1152312.0
T277,131,1245107.0
T277,132,1363455.0
T277,133,1310933.0
T277,134,1347392.0
T277,135,1314977.0
T277,136,1314866.0
T277,137,1290912.0
T277,138,1318434.0
T277,139,1330580.0
T277,140,1262453.0
T277,141,1174275.0
T277,142,1152704.0
T277,143,1169333.0
T277,144,1076099.0
T277,145,1076873.0
T277,146,1115690.0
T277,147,1065321.0
T277,148,988055.0
T277,149,962718.0
T277,150,979570.0
T277,151,992852.0
T277,152,986860.0
T277,153,1065040.0
T277,154,1074661.0
T277,155,1056327.0
T278,0,220092.0
T278,1,219899.0
T278,2,221575.0
T278,3,218033.0
T278,4,221807.0
T278,5,224583.0
T278,6,227303.0
T278,7,220525.0
T278,8,223665.0
T278,9,228485.0
T278,10,230549.0
T278,11,227219.0
T278,12,232020.0
T278,13,227332.0
T278,14,219876.0
T278,15,225845.0
T278,16,221028.0
T278,17,219942.0
T278,18,235782.0
T278,19,244296.0
T278,20,228127.0
T278,21,240323.0
T278,22,240499.0
T278,23,236007.0
T278,24,230692.0
T278,25,249980.0
T278,26,238706.0
T278,27,234838.0
T278,28,259904.0
T278,29,250268.0
T278,30,248081.0
T278,31,255777.0
T278,32,251104.0
T278,33,259673.0
T278,34,252112.0
T278,35,248784.0
T278,36,246650.0
T278,37,243751.0
T278,38,236644.0
T278,39,233848.0
T278,40,237965.0
T278,41,227455.0
T278,42,231688.0
T278,43,225625.0
T278,44,221158.0
T278,45,221919.0
T278,46,221596.0
T278,47,221883.0
T278,48,222139.0
T278,49,224162.0
T278,50,228730.0
T278,51,211344.0
T278,52,214153.0
T278,53,226588.0
T278,54,225346.0
T278,55,226248.0
T278,56,212637.0
T278,57,217269.0
T278,58,219752.0
T278,59,208687.0
T278,60,203435.0
T278,61,208819.0
T278,62,200542.0
T278,63,204141.0
T278,64,213699.0
T278,65,202828.0
T278,66,207255.0
T278,67,208232.0
T278,68,219652.0
T278,69,210455.0
T278,70,203759.0
T278,71,194206.0
T278,72,195052.0
T278,73,200690.0
T278,74,205807.0
T278,75,209454.0
T278,76,213227.0
T278,77,240431.0
T278,78,255962.0
T278,79,248576.0
T278,80,235144.0
T278,81,234925.0
T278,82,243579.0
T278,83,256936.0
T278,84,260833.0
T278,85,261356.0
T278,86,245293.0
T278,87,238888.0
T278,88,228015.0
T278,89,224726.0
T278,90,225796.0
T278,91,221065.0
T278,92,215427.0
T278,93,220720.0
T278,94,217638.0
T278,95,206075.0
T278,96,209382.0
T278,97,199669.0
T278,98,195465.0
T278,99,191775.0
T278,100,190694.0
T278,101,193983.0
T278,102,191641.0
T278,103,184374.0
T278,104,191521.0
T278,105,207968.0
T278,106,190131.0
T278,107,186944.0
T278,108,182072.0
T278,109,183564.0
T278,110,186982.0
T278,111,187588.0
T278,112,195996.0
T278,113,210947.0
T278,114,192004.0
T278,115,192312.0
T278,116,198717.0
T278,117,199128.0
T278,118,202091.0
T278,119,200387.0
T278,120,190595.0
T278,121,198332.0
T278,122,202293.0
T278,123,216792.0
T278,124,196285.0
T278,125,190964.0
T278,126,204402.0
T278,127,233557.0
T278,128,227508.0
T278,129,214399.0
T278,130,216484.0
T278,131,231993.0
T278,132,234302.0
T278,133,232952.0
T278,134,242543.0
T278,135,252179.0
T278,136,251524.0
T278,137,238950.0
T278,138,246318.0
T278,139,236557.0
T278,140,241277.0
T278,141,233988.0
T278,142,223626.0
T278,143,221690.0
T278,144,213137.0
T278,145,212531.0
T278,146,217028.0
T278,147,210012.0
T278,148,199743.0
T278,149,197872.0
T278,150,217125.0
T278,151,219515.0
T278,152,212634.0
T278,153,205217.0
T278,154,215535.0
T278,155,216274.0
T279,0,155701.0
T279,1,161313.0
T279,2,161199.0
T279,3,163139.0
T279,4,157972.0
T279,5,159186.0
T279,6,157235.0
T279,7,160851.0
T279,8,166061.0
T279,9,169155.0
T279,10,169993.0
T279,11,164704.0
T279,12,169751.0
T279,13,172513.0
T279,14,165152.0
T279,15,166707.0
T279,16,169952.0
T279,17,173910.0
T279,18,195549.0
T279,19,230983.0
T279,20,226842.0
T279,21,240300.0
T279,22,248920.0
T279,23,246894.0
T279,24,249601.0
T279,25,265014.0
T279,26,264733.0
T279,27,269039.0
T279,28,284738.0
T279,29,274652.0
T279,30,282993.0
T279,31,294281.0
T279,32,276669.0
T279,33,301860.0
T279,34,282013.0
T279,35,269463.0
T279,36,265891.0
T279,37,261974.0
T279,38,236556.0
T279,39,209134.0
T279,40,242358.0
T279,41,206758.0
T279,42,194027.0
T279,43,196092.0
T279,44,187495.0
T279,45,172544.0
T279,46,174679.0
T279,47,170569.0
T279,48,170987.0
T279,49,172153.0
T279,50,180519.0
T279,51,163046.0
T279,52,156310.0
T279,53,167233.0
T279,54,162607.0
T279,55,164421.0
T279,56,163954.0
T279,57,159352.0
T279,58,164344.0
T279,59,166373.0
T279,60,160177.0
T279,61,166966.0
T279,62,162916.0
T279,63,165882.0
T279,64,171828.0
T279,65,163147.0
T279,66,166691.0
T279,67,182977.0
T279,68,185150.0
T279,69,171715.0
T279,70,186768.0
T279,71,185535.0
T279,72,181270.0
T279,73,183712.0
T279,74,191529.0
T279,75,201362.0
T279,76,203386.0
T279,77,247258.0
T279,78,267053.0
T279,79,273756.0
T279,80,261925.0
T279,81,259011.0
T279,82,258674.0
T279,83,274638.0
T279,84,277343.0
T279,85,282886.0
T279,86,265222.0
T279,87,264929.0
T279,88,252280.0
T279,89,238498.0
T279,90,232961.0
T279,91,224102.0
T279,92,208833.0
T279,93,196181.0
T279,94,200560.0
T279,95,187295.0
T279,96,184381.0
T279,97,177516.0
T279,98,160370.0
T279,99,155171.0
T279,100,158133.0
T279,101,162115.0
T279,102,164473.0
T279,103,152207.0
T279,104,151962.0
T279,105,162485.0
T279,106,161991.0
T279,107,154284.0
T279,108,156968.0
T279,109,163978.0
T279,110,168013.0
T279,111,160196.0
T279,112,159605.0
T279,113,162880.0
T279,114,163847.0
T279,115,165406.0
T279,116,160207.0
T279,117,163482.0
T279,118,181094.0
T279,119,190645.0
T279,120,183915.0
T279,121,198842.0
T279,122,215105.0
T279,123,215135.0
T279,124,197908.0
T279,125,197168.0
T279,126,206148.0
T279,127,234809.0
T279,128,248875.0
T279,129,246414.0
T279,130,245761.0
T279,131,257081.0
T279,132,273192.0
T279,133,269367.0
T279,134,260497.0
T279,135,284734.0
T279,136,287748.0
T279,137,274276.0
T279,138,278276.0
T279,139,262226.0
T279,140,255947.0
T279,141,239727.0
T279,142,233606.0
T279,143,235979.0
T279,144,228704.0
T279,145,220727.0
T279,146,223850.0
T279,147,210384.0
T279,148,195225.0
T279,149,181330.0
T279,150,177649.0
T279,151,170759.0
T279,152,161627.0
T279,153,159742.0
T279,154,160394.0
T279,155,148932.0
T280,0,160692.0
T280,1,163534.0
T280,2,164655.0
T280,3,162012.0
T280,4,164799.0
T280,5,169796.0
T280,6,160688.0
T280,7,162106.0
T280,8,165010.0
T280,9,170510.0
T280,10,168344.0
T280,11,158815.0
T280,12,169215.0
T280,13,158694.0
T280,14,158869.0
T280,15,159569.0
T280,16,162000.0
T280,17,164820.0
